date,tracking_code,campaign,placement,creative,site(DCM),impression,clicks, cost 
12/26/2016,DS_9291572_1664565_126154362_299137093_68165124,B2C_Investor_ 2016CY,Investor_Run of Investment Mobile Web Targeting Handsets & Tablets (US Only)_300x250,Investor_System_300x250,WSJDN,1263,3,0
12/26/2016,DS_9291572_1852303_126150852_299137093_68161982,B2C_Investor_ 2016CY,Investor_Premium ROS_300x250,Investor_LowFees_300x250,Investopedia,1262,0,17.67
12/26/2016,DS_9291572_1320102_126155025_299137473_69126143,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Mobile_300x600,Investor_Results Stat 2 2.29_300x600,Washington Post Digital,1260,3,23.56
12/26/2016,DS_9291572_1320102_126155025_299137473_68164252,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Mobile_300x600,Investor_System_300x600,Washington Post Digital,1254,4,23.45
12/26/2016,DS_9291572_702495_126155006_299141023_69178396,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_970x250_Billboard,Investor_Tenure Noriko 2.29_970x250,kiplinger.com,1252,1,10.02
12/26/2016,DS_9291572_1312649_126155464_303358625_70340428,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_300x250,Investor_Global Research v.2_300x250,coreaudience.com,1252,0,10.64
12/26/2016,DS_9291572_1312649_126155464_303358625_68161982,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_300x250,Investor_LowFees_300x250,coreaudience.com,1250,0,10.63
12/26/2016,DS_9291572_1852303_126150852_299137093_68165124,B2C_Investor_ 2016CY,Investor_Premium ROS_300x250,Investor_System_300x250,Investopedia,1249,1,17.49
12/26/2016,DS_9291572_1320102_126155025_299137473_70333951,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Mobile_300x600,Investor_Global Research v.2_300x600,Washington Post Digital,1242,7,23.23
12/26/2016,DS_9291572_953793_126284464_299137093_69129058,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x250,Investor_Results Stat 2 2.29_300x250,CNNMoney.com,1238,0,16.09
12/26/2016,DS_9291572_702495_126155006_299141023_69179447,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_970x250_Billboard,Investor_Tenure Martin 2.29_970x250,kiplinger.com,1225,5,9.8
12/26/2016,DS_9291572_1320102_126155025_299137473_68162179,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Mobile_300x600,Investor_LowFees_300x600,Washington Post Digital,1224,3,22.89
12/26/2016,DS_9291572_953793_126284464_299137093_68161982,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x250,Investor_LowFees_300x250,CNNMoney.com,1218,2,15.83
12/26/2016,DS_9291572_1312649_126155464_303358625_68165124,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_300x250,Investor_System_300x250,coreaudience.com,1215,0,10.33
12/26/2016,DS_9291572_953793_126284464_299137093_68165124,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x250,Investor_System_300x250,CNNMoney.com,1213,3,15.77
12/26/2016,DS_9291572_702495_126155006_299141023_68278900,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_970x250_Billboard,Investor_Tenure John_970x250,kiplinger.com,1208,0,9.66
12/26/2016,DS_9291572_1312649_126155464_303356042_69126143,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_News_300x600,Investor_Results Stat 2 2.29_300x600,coreaudience.com,1172,0,9.96
12/26/2016,DS_9291572_1312649_126155464_303356042_70333951,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_News_300x600,Investor_Global Research v.2_300x600,coreaudience.com,1142,1,9.71
12/26/2016,DS_9291572_1312649_126155464_303356042_68162179,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_News_300x600,Investor_LowFees_300x600,coreaudience.com,1136,2,9.66
12/26/2016,DS_9291572_702495_126155435_299137093_69129019,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_300x250_ATF,Investor_Tenure Noriko 2.29_300x250,kiplinger.com,1134,0,15.88
12/26/2016,DS_9291572_702495_126155433_299141023_68278900,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_970x250_Billboard,Investor_Tenure John_970x250,kiplinger.com,1124,2,24.73
12/26/2016,DS_9291572_953793_126284468_299484122_68031446,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_970x90,Investor_System_970x90,CNNMoney.com,1114,0,10.03
12/26/2016,DS_9291572_702495_126155433_299141023_69178396,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_970x250_Billboard,Investor_Tenure Noriko 2.29_970x250,kiplinger.com,1113,2,24.49
12/26/2016,DS_9291572_1312649_126155464_303356042_68164252,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_News_300x600,Investor_System_300x600,coreaudience.com,1113,0,9.46
12/26/2016,DS_9291572_1084152_138564735_299141023_68228183,B2C_Investor_ 2016CY,"Investor_Synced Medium Rectangle-Leaderboard in Business, Dealbook 10/1_970x250",Investor_LowFees_970x250,New York Times,1105,3,0
12/26/2016,DS_9291572_1084152_138564735_299141023_70343687,B2C_Investor_ 2016CY,"Investor_Synced Medium Rectangle-Leaderboard in Business, Dealbook 10/1_970x250",Investor_Global Research v.2_970x250,New York Times,1101,4,0
12/26/2016,DS_9291572_1084152_138564735_299141023_68228920,B2C_Investor_ 2016CY,"Investor_Synced Medium Rectangle-Leaderboard in Business, Dealbook 10/1_970x250",Investor_System_970x250,New York Times,1099,5,0
12/26/2016,DS_9291572_702495_126155435_299137093_69126123,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_300x250_ATF,Investor_Tenure Martin 2.29_300x250,kiplinger.com,1096,0,15.34
12/26/2016,DS_9291572_702495_126155439_299137093_68269976,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_Mobile_300x250_(1),Investor_Tenure John_300x250,kiplinger.com,1089,1,13.07
12/26/2016,DS_9291572_702495_126155435_299137093_68269976,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_300x250_ATF,Investor_Tenure John_300x250,kiplinger.com,1076,0,15.06
12/26/2016,DS_9291572_702495_126155433_299141023_69179447,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_970x250_Billboard,Investor_Tenure Martin 2.29_970x250,kiplinger.com,1063,0,23.39
12/26/2016,DS_9291572_702495_126155439_299137093_69126123,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_Mobile_300x250_(1),Investor_Tenure Martin 2.29_300x250,kiplinger.com,1062,1,12.74
12/26/2016,DS_9291572_702495_126155439_299137093_69129019,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_Mobile_300x250_(1),Investor_Tenure Noriko 2.29_300x250,kiplinger.com,1051,2,12.61
12/26/2016,DS_9291572_1526601_126154375_299137099_68165803,B2C_Investor_ 2016CY,Investor_Run of Mobile Web & Tablet Web_728x90,Investor_System_728x90,Bloomberg,1049,0,26.23
12/26/2016,DS_9291572_1526601_126154375_299137099_68162955,B2C_Investor_ 2016CY,Investor_Run of Mobile Web & Tablet Web_728x90,Investor_LowFees_728x90,Bloomberg,1047,1,26.18
12/26/2016,DS_9291572_1526601_126154375_299137099_70324694,B2C_Investor_ 2016CY,Investor_Run of Mobile Web & Tablet Web_728x90,Investor_Global Research v.2_728x90,Bloomberg,1029,1,25.73
12/26/2016,DS_9291572_1526601_126154375_299137099_69123842,B2C_Investor_ 2016CY,Investor_Run of Mobile Web & Tablet Web_728x90,Investor_Results Stat 2 2.29_728x90,Bloomberg,1022,0,25.55
12/26/2016,DS_9291572_953793_126284460_299484122_69307050,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_970x90,Investor_Tenure_John_970x90,CNNMoney.com,1000,0,18
12/26/2016,DS_9291572_953793_126284460_299484122_69306031,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_970x90,Investor_Tenure Noriko 2.29_970x90,CNNMoney.com,998,1,17.96
12/26/2016,DS_9291572_953793_126284468_299484122_68031444,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Desktop_970x90,Investor_LowFees_970x90,CNNMoney.com,994,1,8.95
12/26/2016,DS_9291572_1526601_126154378_299137093_70340428,B2C_Investor_ 2016CY,Investor_Added Value - ROS_300x250,Investor_Global Research v.2_300x250,Bloomberg,983,0,0
12/26/2016,DS_9291572_1526601_126154378_299137093_69129058,B2C_Investor_ 2016CY,Investor_Added Value - ROS_300x250,Investor_Results Stat 2 2.29_300x250,Bloomberg,983,0,0
12/26/2016,DS_9291572_1526601_126154375_299137093_69126123,B2C_Investor_ 2016CY,Investor_Run of Mobile Web & Tablet Web_300x250,Investor_Tenure Martin 2.29_300x250,Bloomberg,974,2,24.35
12/26/2016,DS_9291572_1320102_126155024_299137473_68268782,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Desktop_300x600,Investor_Tenure John_300x600,Washington Post Digital,966,9,18.06
12/26/2016,DS_9291572_953793_126284468_299137093_68269976,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Mobile & Tablet_300x250,Investor_Tenure John_300x250,CNNMoney.com,965,1,8.69
12/26/2016,DS_9291572_953793_126284460_299484122_69127113,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_970x90,Investor_Tenure Martin 2.29_970x90,CNNMoney.com,959,1,17.26
12/26/2016,DS_9291572_1526601_126154378_299137093_68165124,B2C_Investor_ 2016CY,Investor_Added Value - ROS_300x250,Investor_System_300x250,Bloomberg,957,3,0
12/26/2016,DS_9291572_1526601_126154375_299137093_68269976,B2C_Investor_ 2016CY,Investor_Run of Mobile Web & Tablet Web_300x250,Investor_Tenure John_300x250,Bloomberg,955,4,23.88
12/26/2016,DS_9291572_702495_126155007_299137099_68273537,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_728x90 (1),Investor_Tenure John_728x90,kiplinger.com,952,0,3.81
12/26/2016,DS_9291572_1526601_126154375_299137093_69129019,B2C_Investor_ 2016CY,Investor_Run of Mobile Web & Tablet Web_300x250,Investor_Tenure Noriko 2.29_300x250,Bloomberg,951,0,23.78
12/26/2016,DS_9291572_953793_126284468_299137093_69126123,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Mobile & Tablet_300x250,Investor_Tenure Martin 2.29_300x250,CNNMoney.com,950,1,8.55
12/26/2016,DS_9291572_953793_126284468_299137093_69129019,B2C_Investor_ 2016CY,Investor_CNNMoney_ROS_Mobile & Tablet_300x250,Investor_Tenure Noriko 2.29_300x250,CNNMoney.com,925,1,8.33
12/26/2016,DS_9291572_1320102_126155019_299137473_68268782,B2C_Investor_ 2016CY,Investor_Clavis 1st Party Custom Segment_Desktop_300x600,Investor_Tenure John_300x600,Washington Post Digital,920,2,17.48
12/26/2016,DS_9291572_702495_126155445_299137093_70340428,B2C_Investor_ 2016CY,Investor_Investing Channel_300x250_Middle,Investor_Global Research v.2_300x250,kiplinger.com,911,0,7.29
12/26/2016,DS_9291572_1320102_126155019_299137473_69227172,B2C_Investor_ 2016CY,Investor_Clavis 1st Party Custom Segment_Desktop_300x600,Investor_Tenure Noriko 2.29_300x600,Washington Post Digital,911,1,17.31
12/26/2016,DS_9291572_1526601_126154378_299137093_68161982,B2C_Investor_ 2016CY,Investor_Added Value - ROS_300x250,Investor_LowFees_300x250,Bloomberg,911,0,0
12/26/2016,DS_9291572_1664565_126155037_299137473_69126143,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x600,Investor_Results Stat 2 2.29_300x600,WSJDN,909,0,32.72
12/26/2016,DS_9291572_702495_126155007_299137099_69129227,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_728x90 (1),Investor_Tenure Martin 2.29_728x90,kiplinger.com,909,0,3.64
12/26/2016,DS_9291572_1664565_126155037_299137473_68162179,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x600,Investor_LowFees_300x600,WSJDN,900,0,32.4
12/26/2016,DS_9291572_1320102_126155024_299137473_69227172,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Desktop_300x600,Investor_Tenure Noriko 2.29_300x600,Washington Post Digital,899,2,16.81
12/26/2016,DS_9291572_702495_126155445_299137093_69129058,B2C_Investor_ 2016CY,Investor_Investing Channel_300x250_Middle,Investor_Results Stat 2 2.29_300x250,kiplinger.com,898,0,7.18
12/26/2016,DS_9291572_702495_126155007_299137099_69123816,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_728x90 (1),Investor_Tenure Noriko  2.29_728x90,kiplinger.com,898,0,3.59
12/26/2016,DS_9291572_702495_126155445_299137093_68161982,B2C_Investor_ 2016CY,Investor_Investing Channel_300x250_Middle,Investor_LowFees_300x250,kiplinger.com,897,1,7.18
12/26/2016,DS_9291572_1320102_126155019_299137473_69127088,B2C_Investor_ 2016CY,Investor_Clavis 1st Party Custom Segment_Desktop_300x600,Investor_Tenure Martin 2.29_300x600,Washington Post Digital,892,2,16.95
12/26/2016,DS_9291572_1320102_126155024_299137473_69127088,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Desktop_300x600,Investor_Tenure Martin 2.29_300x600,Washington Post Digital,874,8,16.34
12/26/2016,DS_9291572_702495_126155445_299137093_68165124,B2C_Investor_ 2016CY,Investor_Investing Channel_300x250_Middle,Investor_System_300x250,kiplinger.com,870,0,6.96
12/26/2016,DS_9291572_1664565_126155037_299137473_70333951,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x600,Investor_Global Research v.2_300x600,WSJDN,869,0,31.28
12/26/2016,DS_9291572_1664565_126155037_299137473_68164252,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x600,Investor_System_300x600,WSJDN,849,0,30.56
12/26/2016,DS_9291572_702495_126155438_299137099_68273537,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_728x90,Investor_Tenure John_728x90,kiplinger.com,849,0,10.19
12/26/2016,DS_9291572_1664565_126154361_299137093_70340428,B2C_Investor_ 2016CY,Investor_Run of Personal Finance Mobile Web Targeting Handsets & Tablets (US Only)_300x250,Investor_Global Research v.2_300x250,WSJDN,847,0,0
12/26/2016,DS_9291572_1664565_126154368_299137473_68162179,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x600,Investor_LowFees_300x600,WSJDN,843,0,30.35
12/26/2016,DS_9291572_1312649_126155482_299137099_68273537,B2C_Investor_ 2016CY,Investor_ADDED VALUE: Bonus Desktop Display Impressions_728x90,Investor_Tenure John_728x90,coreaudience.com,841,1,0
12/26/2016,DS_9291572_702495_126155438_299137099_69123816,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_728x90,Investor_Tenure Noriko  2.29_728x90,kiplinger.com,832,1,9.98
12/26/2016,DS_9291572_1664565_126154361_299137093_69129058,B2C_Investor_ 2016CY,Investor_Run of Personal Finance Mobile Web Targeting Handsets & Tablets (US Only)_300x250,Investor_Results Stat 2 2.29_300x250,WSJDN,824,1,0
12/26/2016,DS_9291572_702495_126155438_299137099_69129227,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_728x90,Investor_Tenure Martin 2.29_728x90,kiplinger.com,824,0,9.89
12/26/2016,DS_9291572_1664565_126154368_299137473_68164252,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x600,Investor_System_300x600,WSJDN,823,0,29.63
12/26/2016,DS_9291572_1664565_126154368_299137473_69126143,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x600,Investor_Results Stat 2 2.29_300x600,WSJDN,820,0,29.52
12/26/2016,DS_9291572_1855905_126150870_299137099_68165803,B2C_Investor_ 2016CY,Investor_CNBC ROS_Added Value Display_728x90,Investor_System_728x90,CNBC,805,0,0
12/26/2016,DS_9291572_1312649_126155482_299137099_69123816,B2C_Investor_ 2016CY,Investor_ADDED VALUE: Bonus Desktop Display Impressions_728x90,Investor_Tenure Noriko  2.29_728x90,coreaudience.com,802,0,0
12/26/2016,DS_9291572_1664565_126154361_299137093_68161982,B2C_Investor_ 2016CY,Investor_Run of Personal Finance Mobile Web Targeting Handsets & Tablets (US Only)_300x250,Investor_LowFees_300x250,WSJDN,802,1,0
12/26/2016,DS_9291572_1559768_126154381_299137093_68165124,B2C_Investor_ 2016CY,Investor_Company X Fund Report_300x250,Investor_System_300x250,Morningstar,799,0,0
12/26/2016,DS_9291572_702495_126155443_299137099_68273537,B2C_Investor_ 2016CY,Investor_Investing Channel_728x90,Investor_Tenure John_728x90,kiplinger.com,794,1,7.94
12/26/2016,DS_9291572_1312649_126155482_299137099_69129227,B2C_Investor_ 2016CY,Investor_ADDED VALUE: Bonus Desktop Display Impressions_728x90,Investor_Tenure Martin 2.29_728x90,coreaudience.com,792,0,0
12/26/2016,DS_9291572_1664565_126154368_299137473_70333951,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x600,Investor_Global Research v.2_300x600,WSJDN,791,0,28.48
12/26/2016,DS_9291572_702495_126155434_299137099_70324694,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_Mobile_728x90,Investor_Global Research v.2_728x90,kiplinger.com,789,2,9.47
12/26/2016,DS_9291572_1664565_126154361_299137093_68165124,B2C_Investor_ 2016CY,Investor_Run of Personal Finance Mobile Web Targeting Handsets & Tablets (US Only)_300x250,Investor_System_300x250,WSJDN,788,1,0
12/26/2016,DS_9291572_702495_126155434_299137099_68165803,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_Mobile_728x90,Investor_System_728x90,kiplinger.com,787,1,9.44
12/26/2016,DS_9291572_953793_126284464_299137473_68162179,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x600,Investor_LowFees_300x600,CNNMoney.com,785,0,10.21
12/26/2016,DS_9291572_1855905_126150870_299137099_68162955,B2C_Investor_ 2016CY,Investor_CNBC ROS_Added Value Display_728x90,Investor_LowFees_728x90,CNBC,783,0,0
12/26/2016,DS_9291572_1852306_126154399_299137099_69129227,B2C_Investor_ 2016CY,Investor_Quotes Page_Desktop_728x90,Investor_Tenure Martin 2.29_728x90,The Street,782,0,8.34
12/26/2016,DS_9291572_1852306_126154394_299137473_70333951,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Desktop_300x600,Investor_Global Research v.2_300x600,The Street,778,0,10.27
12/26/2016,DS_9291572_1855905_126150870_299137099_69123842,B2C_Investor_ 2016CY,Investor_CNBC ROS_Added Value Display_728x90,Investor_Results Stat 2 2.29_728x90,CNBC,778,1,0
12/26/2016,DS_9291572_1559768_126154381_299137093_68161982,B2C_Investor_ 2016CY,Investor_Company X Fund Report_300x250,Investor_LowFees_300x250,Morningstar,777,4,0
12/26/2016,DS_9291572_1855905_126150870_299137099_70324694,B2C_Investor_ 2016CY,Investor_CNBC ROS_Added Value Display_728x90,Investor_Global Research v.2_728x90,CNBC,776,0,0
12/26/2016,DS_9291572_953793_126284464_299137473_69126143,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x600,Investor_Results Stat 2 2.29_300x600,CNNMoney.com,774,1,10.06
12/26/2016,DS_9291572_953793_126284464_299137473_68164252,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x600,Investor_System_300x600,CNNMoney.com,771,2,10.02
12/26/2016,DS_9291572_1312649_126155464_303356042_69127088,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_300x600,Investor_Tenure Martin 2.29_300x600,coreaudience.com,770,0,6.55
12/26/2016,DS_9291572_1664565_126155036_299137093_70340428,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x250,Investor_Global Research v.2_300x250,WSJDN,769,2,23.84
12/26/2016,DS_9291572_1312649_126155464_303356042_69227172,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_300x600,Investor_Tenure Noriko 2.29_300x600,coreaudience.com,767,0,6.52
12/26/2016,DS_9291572_1559768_126154381_299137093_70340428,B2C_Investor_ 2016CY,Investor_Company X Fund Report_300x250,Investor_Global Research v.2_300x250,Morningstar,767,2,0
12/26/2016,DS_9291572_1852306_126154394_299137473_68162179,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Desktop_300x600,Investor_LowFees_300x600,The Street,764,0,10.09
12/26/2016,DS_9291572_953793_126284464_299137473_70333951,B2C_Investor_ 2016CY,Investor_CNNMoney_Content Targeted Display_Targeted to Markets Section_300x600,Investor_Global Research v.2_300x600,CNNMoney.com,763,0,9.92
12/26/2016,DS_9291572_1852306_126154395_299137473_70333951,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Tablet_300x600,Investor_Global Research v.2_300x600,The Street,761,0,0
12/26/2016,DS_9291572_1852306_126154395_299137473_69126143,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Tablet_300x600,Investor_Results Stat 2 2.29_300x600,The Street,761,0,0
12/26/2016,DS_9291572_702495_126155443_299137099_69129227,B2C_Investor_ 2016CY,Investor_Investing Channel_728x90,Investor_Tenure Martin 2.29_728x90,kiplinger.com,759,0,7.59
12/26/2016,DS_9291572_953793_126284460_299137093_68165124,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_300x250,Investor_System_300x250,CNNMoney.com,759,1,13.66
12/26/2016,DS_9291572_953793_126284460_299137093_70340428,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_300x250,Investor_Global Research v.2_300x250,CNNMoney.com,757,0,13.63
12/26/2016,DS_9291572_1312649_126155464_303356042_68268782,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_300x600,Investor_Tenure John_300x600,coreaudience.com,757,0,6.43
12/26/2016,DS_9291572_1559768_126154381_299137093_69129058,B2C_Investor_ 2016CY,Investor_Company X Fund Report_300x250,Investor_Results Stat 2 2.29_300x250,Morningstar,756,0,0
12/26/2016,DS_9291572_1852306_126154394_299137473_69126143,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Desktop_300x600,Investor_Results Stat 2 2.29_300x600,The Street,755,0,9.97
12/26/2016,DS_9291572_1852306_126154399_299137099_68273537,B2C_Investor_ 2016CY,Investor_Quotes Page_Desktop_728x90,Investor_Tenure John_728x90,The Street,755,0,8.06
12/26/2016,DS_9291572_702495_126155010_299137473_69126143,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_300x600,Investor_Results Stat 2 2.29_300x600,kiplinger.com,752,0,6.02
12/26/2016,DS_9291572_1084152_126155015_299892819_72159727,B2C_Investor_ 2016CY,"Investor_Mobile Medium Rectangle-Leaderboard in Business, Dealbook_300x250_Static",Investor_Tenure-Martin-Static_300x250,New York Times,748,0,23.19
12/26/2016,DS_9291572_1664565_126155036_299137093_68161982,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x250,Investor_LowFees_300x250,WSJDN,744,0,23.06
12/26/2016,DS_9291572_953793_126284460_299137093_68161982,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_300x250,Investor_LowFees_300x250,CNNMoney.com,742,0,13.36
12/26/2016,DS_9291572_1852306_126154395_299137473_68162179,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Tablet_300x600,Investor_LowFees_300x600,The Street,741,0,0
12/26/2016,DS_9291572_702495_126155434_299137099_69123842,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_Mobile_728x90,Investor_Results Stat 2 2.29_728x90,kiplinger.com,738,1,8.86
12/26/2016,DS_9291572_953793_126284460_299137093_69129058,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_300x250,Investor_Results Stat 2 2.29_300x250,CNNMoney.com,735,2,13.23
12/26/2016,DS_9291572_702495_126155010_299137473_68164252,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_300x600,Investor_System_300x600,kiplinger.com,733,0,5.86
12/26/2016,DS_9291572_1852306_126154399_299137099_69123816,B2C_Investor_ 2016CY,Investor_Quotes Page_Desktop_728x90,Investor_Tenure Noriko  2.29_728x90,The Street,727,0,7.76
12/26/2016,DS_9291572_702495_126155443_299137099_69123816,B2C_Investor_ 2016CY,Investor_Investing Channel_728x90,Investor_Tenure Noriko  2.29_728x90,kiplinger.com,726,1,7.26
12/26/2016,DS_9291572_702495_126155434_299137099_68162955,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_Mobile_728x90,Investor_LowFees_728x90,kiplinger.com,724,0,8.69
12/26/2016,DS_9291572_1852306_126154395_299137473_68164252,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Tablet_300x600,Investor_System_300x600,The Street,722,1,0
12/26/2016,DS_9291572_1084152_126155015_299892819_72160103,B2C_Investor_ 2016CY,"Investor_Mobile Medium Rectangle-Leaderboard in Business, Dealbook_300x250_Static",Investor_Tenure-Noriko-Static_300x250,New York Times,720,1,22.32
12/26/2016,DS_9291572_2106501_126936229_299137066_56815289,B2C_Investor_ 2016CY,Investor_Native Ad Unit_Article Pages_1x1,pixel 1x1.jpg,"Nativo, Inc",716,0,0
12/26/2016,DS_9291572_1526601_126144395_299137093_68269976,B2C_Investor_ 2016CY,Investor_Audience Targeted to High Networth Individuals and Personal Finance & Retirement_300x250,Investor_Tenure John_300x250,Bloomberg,713,1,21.39
12/26/2016,DS_9291572_702495_126155010_299137473_68162179,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_300x600,Investor_LowFees_300x600,kiplinger.com,713,1,5.7
12/26/2016,DS_9291572_1852306_126154394_299137473_68164252,B2C_Investor_ 2016CY,Investor_|X| Targeting to Investable Assets 500k+_Desktop_300x600,Investor_System_300x600,The Street,713,0,9.41
12/26/2016,DS_9291572_1664565_126155038_299137093_70340428,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x250,Investor_Global Research v.2_300x250,WSJDN,707,3,21.92
12/26/2016,DS_9291572_1664565_126155038_299137093_68165124,B2C_Investor_ 2016CY,Investor_RON_Run of Investment_300x250,Investor_System_300x250,WSJDN,697,1,21.61
12/26/2016,DS_9291572_1664565_126155036_299137093_69129058,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x250,Investor_Results Stat 2 2.29_300x250,WSJDN,697,1,21.61
12/26/2016,DS_9291572_1312649_126155464_299137445_69150472,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_News_300x250,Investor_Tenure Martin Static 2.29_300x250,coreaudience.com,694,0,5.9
12/26/2016,DS_9291572_1855905_126154312_299137473_68162179,B2C_Investor_ 2016CY,Investor_CNBC Earnings Central inclusive of Keyword Targeting Earnings_Desktop_300x600,Investor_LowFees_300x600,CNBC,694,0,12.49
12/26/2016,DS_9291572_1664565_126155036_299137093_68165124,B2C_Investor_ 2016CY,Investor_RON_Run of Personal Finance_300x250,Investor_System_300x250,WSJDN,693,0,21.48
12/26/2016,DS_9291572_1526601_126144395_299137093_69129019,B2C_Investor_ 2016CY,Investor_Audience Targeted to High Networth Individuals and Personal Finance & Retirement_300x250,Investor_Tenure Noriko 2.29_300x250,Bloomberg,690,1,20.7
12/26/2016,DS_9291572_1084152_138563835_299137099_69129227,B2C_Investor_ 2016CY,Investor_ Your Money Desktop10/1_728x90,Investor_Tenure Martin 2.29_728x90,New York Times,690,1,23.46
